"['✅', '✅', '⭐']",3579
['☺️'],3584
"['📸', '📸', '📸']",3586
"['📣', '👀', '✨']",3589
['🏳️\u200d🌈'],3594
"['🥺', '💜']",3606
"['💎', '🫶']",3615
['😑'],3616
['🤪'],3623
['🍺'],3631
['🎭'],3632
"['😊', '😊', '🫡']",3638
"['⬆️', '🇩🇪', '🇵🇰', '👇']",3639
"['🐰', '🐣']",3645
"['🙌🏻', '☺️']",3646
['🖤'],3652
"['🚀', '💻', '👏']",3674
"['🚨', '🚨', '🚨', '🚨', '👉', '🦃']",3679
"['🙇\u200d♀️', '✨']",3682
['✨'],3684
['🎨'],3686
"['🔥', '🔥', '🔥']",3694
"['😓', '🙇\u200d♀️', '🔸', '🔸']",3707
['🙏'],3708
['😰'],3711
['😄'],3715
"['📉', '🇷🇺', '🇺🇦']",3717
['😍'],3719
['🕵️\u200d♀️'],3720
['🤔'],3721
['😂'],3724
['❤️'],3729
['❣️'],3731
"['➡', '👉']",3732
"['👌', '👌']",3738
['🌞'],3747
['😍'],3752
['🙂'],3761
['✌️'],3762
"['☺️', '‼️']",3768
"['💪🏼', '🤏🏼']",3770
['📈'],3774
['🌡'],3775
"['✨', '💕', '✨', '❤️', '😭', '✨']",3778
['▶️'],3779
"['😂', '😂', '😂', '😂']",3783
"['❤️', '❤️']",3785
"['☺️', '🍀']",3786
['🤔'],3792
['😉'],3799
"['🪄', '✨', '✨', '😌']",3805
['👉'],3807
"['😘', '😘', '😘']",3813
['😊'],3819
['🍓'],3820
['💥'],3823
['💗'],3824
"['🌙', '⏩', '⏩', '🐾', '⏩', '⏩']",3831
['🐺'],3836
"['💣', '💣', '🤙']",3837
"['🎶', '🎤', '🎹', '🎻', '🎸', '🍝', '🍕']",3850
['♥'],3851
['😂'],3860
"['✨', '📻', '☎️']",3866
['😂'],3867
"['🕎', '👇']",3877
['‼'],3879
"['🚫', 'ℹ️']",3880
"['😻', '😫']",3886
['😭'],3889
['🧵'],3890
"['😁', '😁']",3896
['🫶🏻'],3897
['✨'],3898
['😍'],3900
['😌'],3904
"['🛑', '⏬']",3908
"['👉🏼', '🎧']",3911
['™'],3913
"['🤔', '🙆🏻', '☺️']",3916
"['🤩', '🥰', '🤩', '👯\u200d♂️', '🤩']",3932
"['🎙', '☝🏼', '☝🏼', '☝🏼', '☝🏼', '☝🏼', '☝🏼', '💥']",3938
"['☀️', '😊', '✨']",3941
"['❕', '🤍']",3942
"['😎', '👏']",3943
['✨'],3944
['🎵'],3945
['▶️'],3951
['✨'],3955
"['⁉️', '⁉️', '💡', '💡', '🔦', '✔️']",3963
['😀'],3964
"['😭', '✨', '✨', '✨']",3969
['💙'],3972
"['👹', '👹']",3978
"['⚽', '⚫', '🔴']",3985
['📕'],3986
['☹️'],3987
"['✳️', '😳', '🙌', '‼️']",3992
"['🙌🏻', '🐾']",3995
['©️'],3996
"['😂', '😂', '😂', '😂', '😂']",3997
"['🌸', '☘️']",3998
"['😄', '💫']",4004
"['👏🏾', '👏🏾', '👏🏾']",4005
"['✨', '✨', '💛', '💛', '💛', '🙋\u200d♀️']",4007
"['👏', '👋', '👏']",4008
"['⚫', '⚪']",4009
['🙏🏽'],4010
['😍'],4011
"['💙', '💙']",4012
['✨'],4023
"['💪🏻', '👌🏻']",4032
"['✨', '💯', '♠️']",4034
"['👔', '❤']",4035
['🍻'],4038
['😍'],4044
"['💕', '💕', '💕', '💕']",4045
['😎'],4046
"['🥺', '🧡', '🧡', '🧡']",4048
"['❤️', '❤️', '❤️']",4050
['💁🏻\u200d♀️'],4056
['😊'],4066
['🤭'],4067
['🏆'],4080
"['😂', '😂']",4083
"['😍', '❤️']",4085
['🙋\u200d♀️'],4087
"['🧵', '👇']",4091
"['🤣', '🤣']",4094
['👉'],4095
['❤️'],4098
['📷'],4103
['🎉'],4107
['😂'],4108
['🤟'],4114
['🚧'],4116
['😓'],4121
['🥰'],4128
"['✈️', '🇳🇱']",4131
['🇺🇸'],4132
